ID,Participation_Experiment,Recruitment_organisation,Municipality,Region,Survey1_answered,Survey2_answered,Survey3_answered,Participation_Phase,Control_Price_Phase1,Control_Price_Phase2,Group_Phase1,Group_Phase2,Participation_status_Phase1,Participation_status_Phase2
Exp_222,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,"NA",Phase_1,Price group,"NA",H2,"NA",OK,"NA"
Exp_223,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,"NA",Phase_1,Price group,"NA",H2,"NA",OK,"NA"
Exp_224,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_225,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_226,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_227,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_228,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_229,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_230,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_231,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_232,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_233,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_234,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_235,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_236,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_237,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_238,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_239,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_240,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_241,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_242,Yes,Transmission system operator,Bærum,Oslo,Yes,No,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_243,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_244,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_245,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_246,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_247,Yes,Transmission system operator,Bærum,Oslo,Yes,No,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_248,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_249,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_250,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_251,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_252,Yes,Transmission system operator,Bergen,Bergen,Yes,No,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_253,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_254,Yes,Transmission system operator,Oslo,Oslo,Yes,No,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_255,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_256,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_257,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_258,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_259,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_260,Yes,Transmission system operator,Bærum,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_261,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_262,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_263,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_264,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_265,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_266,Yes,Transmission system operator,Bergen,Bergen,No,No,"NA",Phase_1,Price group,"NA",H2,"NA",OK,"NA"
Exp_267,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_268,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_269,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_270,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_271,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,"NA",Phase_1,Price group,"NA",H2,"NA",OK,"NA"
Exp_272,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,"NA",Phase_1,Price group,"NA",H2,"NA",OK,"NA"
Exp_273,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_274,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_275,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_276,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_277,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_278,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_279,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_280,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_281,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_282,Yes,Transmission system operator,Bærum,Oslo,Yes,No,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_283,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_284,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_285,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_286,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_287,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_288,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_289,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_290,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_291,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_292,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_293,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_294,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_295,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_296,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_297,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_298,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_299,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_300,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_301,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_302,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_303,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_304,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_305,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_306,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_307,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_308,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_309,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_310,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_311,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_312,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_313,Yes,Transmission system operator,Oslo,Oslo,Yes,No,"NA",Phase_1,Price group,"NA",H2,"NA",OK,"NA"
Exp_314,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_315,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,"NA",Phase_1,Price group,"NA",H2,"NA",OK,"NA"
Exp_316,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_317,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_318,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_319,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_320,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_321,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_322,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_323,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_324,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_325,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,"NA",Phase_1,Price group,"NA",H2,"NA",OK,"NA"
Exp_326,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_327,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_328,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_329,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_330,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_331,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_332,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,"NA",Phase_1,Price group,"NA",H2,"NA",OK,"NA"
Exp_333,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_334,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_335,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_336,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_337,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_338,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_339,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_340,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_341,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_342,Yes,Transmission system operator,Oslo,Oslo,Yes,No,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_343,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_344,Yes,Transmission system operator,Oslo,Oslo,Yes,No,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_345,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_346,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_347,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_348,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_349,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_350,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_351,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_352,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_353,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_354,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_355,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_356,Yes,Transmission system operator,Oslo,Oslo,Yes,No,"NA",Phase_1,Price group,"NA",H2,"NA",OK,"NA"
Exp_357,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_358,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_359,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_360,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,No_information,No_information
Exp_361,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_362,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_363,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_364,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_365,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,"NA",Phase_1,Price group,"NA",H2,"NA",OK,"NA"
Exp_366,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_367,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,"NA",Phase_1,Price group,"NA",H2,"NA",OK,"NA"
Exp_368,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_369,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_370,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_371,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_372,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_373,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_374,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_375,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_376,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_377,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_378,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_379,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_380,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_381,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_382,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_383,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_384,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_385,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_386,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_387,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_388,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_389,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_390,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_391,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_392,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_393,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_394,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_395,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_396,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_397,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_398,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_399,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_400,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_401,Yes,Transmission system operator,Bergen,Bergen,No,No,"NA",Phase_1,Price group,"NA",H2,"NA",OK,"NA"
Exp_402,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_403,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_404,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H2,H2,OK,OK
Exp_405,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_406,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_407,Yes,Transmission system operator,Bergen,Bergen,Yes,No,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_408,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_409,Yes,Transmission system operator,Oslo,Oslo,Yes,No,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_410,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H2,H2,OK,No_information
Exp_411,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H2,H2,OK,No_information
